Id,MainTags,MainWordBody,MainWordTitle,CreationYear
3319591,['objective-c'],"['user', 'second', 'press', 'text', 'oo', 'second']",['uilongpressgesturerecognizer'],2010
3325387,"['java', 'json']","['jpa', 'object', 'association', 'json', 'thread', 'association', 'idea', 'workaround', 'spring', 'bug', 'edit', 'codesnippets', 'business', 'object', 'business', 'object', 'controller', 'jpaimplementation', 'dao', 'persistencexml']","['recursion', 'jackson', 'json', 'hibernate', 'jpa', 'issue']",2010
3331353,['css'],"['cs', 'menu', 'menu', 'one', 'type', 'content', 'moment', 'cs', 'transition', 'display', 'property', 'sort', 'transition', 'combination', 'way', 'menu', 'example', 'level', 'menu', 'item', 'transition', 'property', 'way', 'height', 'trivial', 'javascript', 'cs']","['transition', 'cs', 'display', 'property']",2010
3301635,['java'],"['class', 'field', 'runtime', 'reflection', 'error', 'way', 'value']","['field', 'reflection']",2010
3304014,"['javascript', 'string']","['php', 'output', 'thing', 'javascript', 'variable', 'string', 'concatenation']","['variable', 'string', 'javascript', 'concatenation']",2010
3314140,['.net'],"['resource', 'text', 'file', 'string', 'script', 'window', 'form', 'textbox', 'user', 'text', 'text', 'file']","['resource', 'text', 'file']",2010
11112608,"['javascript', 'angularjs']","['angularjs', 'project', 'documentation', 'tutorial', 'model', 'data', 'controller', 'scope', 'controller', 'view', 'model', 'attribute', 'example', 'contextapp', 'controller', 'mvc', 'pattern', 'behaviour', 'model', 'dci', 'architecture', 'behaviour', 'data', 'model', 'object', 'behaviour', 'role', 'context', 'data', 'collaboration', 'interaction', 'course', 'model', 'data', 'behaviour', 'javascript', 'object', 'class', 'pattern', 'way', 'service', 'question', 'model', 'controller', 'angularjs', 'practice']","['model', 'data', 'behaviour', 'tl', 'dr', 'use', 'service']",2012
9321,['c++'],"['class', 'c', 'class', 'class', 'definition']","['class', 'c']",2008
9410,['c'],"['function', 'function', 'parameter', 'set', 'data', 'function', 'parameter', 'c']","['function', 'parameter', 'c']",2008
3305561,['sql'],"['sqls', 'query', 'mongodb', 'operator', 'documentation']",[],2010
3322152,"['java', 'string']","['way', 'accent', 'letter', 'method', 'letter', 'example', 'input', 'output', 'letter', 'accent', 'alphabet', 'one']","['way', 'accent', 'string', 'letter']",2010
3333353,['php'],"['phps', 'operator', 'case', 'reason']","['string', 'comparison', 'strcmp']",2010
3339722,"['ios', 'objective-c']","['version', 'device', 'thing']",['version'],2010
3346230,"['python', 'string']","['line', 'python', 'indentation', 'example', 'character', 'limit', 'way', 'approach', 'indentation', 'line', 'indentation', 'code', 'indentation', 'statement', 'line', 'code', 'readability']","['line', 'python']",2010
3346450,"['c', '#']","['piece', 'cSharp', 'code', 'number', 'variable']",['difference'],2010
3338642,['javascript'],"['chrome', 'dev', 'channel', 'way', 'address', 'bar', 'javascript', 'path', 'page', 'article', 'way', 'chrome', 'p', 'windowlocationhash', 'et', 'al', 'answer', 'question']","['address', 'bar', 'url', 'hash', 'page']",2010
3338680,['css'],"['cs', 'rule', 'element', 'class', 'match', 'prefix', 'eg', 'rule', 'div', 'class', 'c', 'snippet', 'sort', 'combination', 'cs', 'cs', 'spec', 'note', 'jquery']","['cs', 'selector', 'class', 'prefix']",2010
3342651,['java'],"['program', 'error', 'error', 'message', 'exception', 'javalanginterruptedexception', 'step', 'method']","['exception', 'threadsleepx']",2010
3348460,"['python', 'windows']","['code', 'change', 'result', 'csv', 'microsoft', 'line', 'record', 'way', 'line']","['csv', 'file', 'python', 'line', 'row']",2010
3330193,['javascript'],"['function', 'javascript']","['exit', 'function']",2010
3330378,"['ios', 'objective-c']","['inspector', 'background', 'color', 'border', 'color', 'thickness']","['cocoa', 'touch', 'border', 'color', 'thickness']",2010
3330435,['mysql'],"['detail', 'table', 'mysqls', 'information', 'example', 'column', 'field', 'sort', 'sqlite', 'way']","['equivalent', 'mysqls', 'table']",2010
3337367,['javascript'],"['length', 'count', 'dnames', 'pair', 'dnames', 'value', 'object', 'dnamelength', 'thisso', 'web']","['length', 'object']",2010
3337371,['android'],"['margin', 'padding', 'image']","['margin', 'andor', 'padding']",2010
3348816,['java'],"['way', 'intellij', 'import', 'setting', 'code', 'style', 'import', 'class', 'count', 'intellij', 'import', 'import', 'functionality', 'field', 'intellij', 'import', 'notsonice', 'solution', 'number', 'import', 'way']","['intellij', 'import']",2010
3349105,['bash'],"['bash', 'script', 'directory', 'directory', 'script', 'default', 'behavior', 'directory', 'script', 'shell', 'behavior']","['directory', 'directory', 'script', 'bash']",2010
11115998,"['javascript', 'html']","['jquery', 'way']","['way', 'class', 'instruction', 'classlist']",2012
19556336,"['ios', 'objective-c', 'swift']","['inapp', 'purchase', 'app', 'detail', 'sample', 'code', 'catchall', 'sort', 'inapp', 'purchase', 'io', 'apps']","['inapp', 'purchase', 'io', 'application']",2013
3357477,['android'],"['problem', 'month', 'solution', 'hack', 'class', 'design', 'framework', 'noone', 'problem', 'documentation', 'background', 'operation', 'result', 'ui', 'thread', 'thread', 'handler', 'example', 'method', 'dialog', 'reference', 'valid', 'asynctask', 'reference', 'context', 'object', 'reason', 'activity', 'task', 'time', 'eg', 'screen', 'task', 'reference', 'context', 'context', 'object', 'window', 'ui', 'interaction', 'exception', 'memory', 'leak', 'logic', 'good', 'method', 'ui', 'thread', 'access', 'context', 'workaround', 'context', 'instance', 'asynctask', 'instance', 'handler', 'context', 'task', 'message', 'leak', 'right', 'premise', 'asynctask', 'handler', 'handler', 'message', 'thread', 'ui', 'thread', 'onpostexecute', 'ui', 'thread', 'workaround', 'problem', 'context', 'record', 'task', 'task', 'context', 'eg', 'screen', 'orientation', 'change', 'solution', 'droidfu', 'library', 'mapping', 'component', 'name', 'instance', 'application', 'object', 'asynctask', 'context', 'map', 'callback', 'context', 'instance', 'mapping', 'context', 'instance', 'access', 'context', 'callback', 'ui', 'work', 'reference', 'instance', 'component', 'workaround', 'droidfu', 'library', 'class', 'approach', 'experience', 'problem', 'thanks', 'input']",['asynctask'],2010
3310569,"['sql-server', 'datetime']",['grandfather'],"['significance', 'sql', 'server']",2010
3310737,['c++'],"['function', 'boost', 'const', 'reference', 'value', 'method', 'issue', 'reason', 'choice', 'case']","['shared_ptr', 'reference', 'value']",2010
3321492,['git'],"['alias', 'command', 'git', 'parameter', 'alias', 'command', 'others', 'degenerate', 'case', 'work']","['git', 'alias', 'parameter']",2010
3329943,['git'],"['difference', 'branch', 'fork', 'clone', 'git', 'comparison', 'github']","['difference', 'git', 'branch', 'fork', 'merge', 'rebase']",2010
3341485,"['html', 'css']","['html', 'page', 'example', 'page', 'word', 'html', 'page', 'browser', 'content', 'dimension', 'size', 'page', 'sake', 'simplicity', 'html', 'page', 'text', 'image', 'tag', 'example', 'html', 'page', 'paper', 'page']","['html', 'page', 'paper', 'size', 'page']",2010
3328757,['android'],"['doh', 'way', 'method', 'textview', 'line', 'text', 'android', 'app', 'button', 'listener', 'method', 'listener', 'call', 'textview', 'code', 'snippet', 'clicking', 'piece', 'text', 'textview', 'method']","['textview', 'text']",2010
3338126,['git'],"['git', 'file', 'commits', 'branch', 'master', 'example', 'feature', 'sourcesafe', 'v', 'team', 'foundation', 'server', 'tfs', 'git']","['file', 'commits', 'branch']",2010
3362600,['python'],"['problem', 'attachment', 'python', 'message', 'attachment', 'email', 'post', 'python', 'beginner']","['email', 'attachment']",2010
3357122,['git'],"['question', 'difference']","['difference', 'git', 'pull', 'git', 'fetch', 'git', 'rebase']",2010
3357280,['git'],"['plumbing', 'command', 'commit', 'message']","['print', 'message', 'commit', 'git']",2010
3360555,"['c', '#', '.net']","['parameter', 'cSharp', 'method', 'download', 'thread', 'method', 'error', 'method', 'type', 'parameter', 'target', 'method', 'parameter']","['parameter', 'method', 'thread']",2010
3368969,"['string', 'python']","['string', 'substring', 'method', 'way', 'forgot', 'string', 'character']","['string', 'substring']",2010
11117823,['git'],"['merge', 'conflict', 'change', 'error', 'error']","['git', 'push', 'error', 'branch']",2012
3331527,['android'],"['bitmap', 'file', 'bitmap', 'file', 'bitmap', 'method', 'source', 'bitmap', 'argument', 'image', 'bitmap', 'object', 'course', 'memory', 'example', 'bitmap', 'example', 'width', 'height', 'using', 'bitmap', 'power', 'image', 'insamplesize', 'example', 'step', 'step', 'quality', 'resizing', 'image', 'question', 'way', 'image', 'file', 'image', 'file', 'width', 'height', 'exception', 'optionsoutheight', 'value', 'way']","['bitmap', 'file', 'output', 'file', 'android']",2010
3334475,['git'],"['scenario', 'change', 'file', 'file', 'origin', 'master', 'repository', 'repository', 'capistrano', 'remote_cache', 'method', 'repository', 'application', 'file', 'git', 'svn']","['git', 'file', 'origin', 'master']",2010
3349753,['php'],"['way', 'directory', 'file', 'folder', 'file']","['directory', 'file']",2010
3369593,"['javascript', 'jquery']","['duplicate', 'escape', 'key', 'jquery', 'press', 'firefox', 'chrome', 'code', 'work', 'alert', 'firefox']","['press', 'j', 'jquery']",2010
3372333,"['ios', 'objective-c']","['note', 'answer', 'top', 'solution', 'io', 'question', 'behavior', 'ipad', 'keyboard', 'dialog', 'navigation', 'controller', 'navigation', 'controller', 'line', 'keyboard', 'line', 'keyboard', 'textfields', 'username', 'password', 'username', 'button', 'password', 'button', 'keyboard', 'navigation', 'controller', 'work', 'navigation', 'controller', 'part', 'b', 'view', 'controller', 'navigation', 'controller', 'problem']","['ipad', 'keyboard', 'presentation', 'style']",2010
3323074,['android'],"['android', 'interface', 'object', 'object', 'android', 'aidl', 'file']","['android', 'difference']",2010
3328990,"['c', '#']","['block', 'line', 'number', 'exception']","['line', 'number', 'exception']",2010
3353745,"['php', 'arrays']","['array', 'element', 'array']","['element', 'array', 'position']",2010
3371255,['python'],"['project', 'python', 'task', 'test', 'time', 'project', 'time', 'test', 'question', 'idea', 'documentation', 'tutorial', 'link', 'book', 'writing', 'test', 'unit', 'testing', 'advice', 'topic']","['unit', 'test', 'python']",2010
3371294,"['linux', 'bash', 'unix']","['way', 'bash', 'argument', 'command', 'way', 'bash', 'argument', 'command']","['argument', 'bash', 'command']",2010
3371326,"['java', 'unix']","['timestamp', 'date', 'object', 'timestamp', 'value', 'date', 'php']","['date', 'unix', 'timestamp']",2010
3373763,"['javascript', 'jquery']","['function', 'element', 'function', 'text', 'element', 'variable', 'variable', 'element', 'exists', 'element', 'code', 'error', 'end', 'file', 'class', 'name', 'clue', 'element', 'document', 'code', 'append', 'function', 'child', 'way', 'name', 'part', 'statement']","['div', 'jquery']",2010
3357553,"['javascript', 'arrays', 'html']","['localstorage', 'code', 'variable', 'localstorage']","['array', 'localstorage']",2010
3381952,"['c', '#', 'string']","['space', 'beginning', 'end', 'string', 'return', 'return']","['space', 'beginning', 'end', 'string']",2010
3384204,['php'],"['php', 'namespaces', 'namespaces', 'layman', 'answer', 'example']",['namespaces'],2010
3387655,['python'],"['python', 'math', 'module', 'function', 'function', 'point', 'number', 'integer', 'function', 'answer', 'point', 'number', 'example', 'way', 'integer', 'float', 'risk', 'error', 'example', 'float', 'equivalent', 'function']","['way', 'float', 'integer', 'python']",2010
3387691,['python'],"['subclass', 'dict', 'end', 'goal', 'dict', 'key', 'set', 'primitive', 'work', 'research', 'attempt', 'case', 'doc', 'go', 'problem']",['dict'],2010
3340825,['ios'],"['targetactionforcontrolevents', 'uibutton', 'target']","['uibutton', 'targetactions']",2010
3350247,"['javascript', 'html']","['form', 'submit', 'button', 'submit', 'event', 'way', 'submit', 'button', 'part', 'custom', 'control']",['form'],2010
3352664,['xcode'],"['framework', 'option', 'xcode', 'context', 'iphone', 'development']","['framework', 'xcode']",2010
3380805,['git'],"['git', 'commits', 'version', 'version', 'branch', 'master', 'version', 'content', 'c', 'conflict', 'commit', 'point', 'commit', 'directory', 'commit']","['checkout', 'commit', 'commit']",2010
3387427,['javascript'],"['element', 'javascript', 'parent', 'parent', 'node', 'bit', 'reason', 'javascript']",['element'],2010
11120392,"['java', 'android']","['text', 'code', 'problem', 'text', 'coordinate', 'bottom', 'text', 'position', 'text', 'text', 'picture', 'problem']","['android', 'center', 'text', 'canvas']",2012
3385201,['linux'],"['purpose', 'file', 'understanding', 'file', 'program', 'request', 'task', 'process', 'file', 'kernel', 'output', 'process', 'information', 'file', 'exception', 'file', 'purpose', 'file', 'answer', 'tech', 'jargon']",['stdout'],2010
3385229,['c++'],"['let', 'value', 'vector', 'order', 'element', 'value', 'element', 'way', 'element', 'value', 'vector', 'element', 'value']","['erase', 'vector', 'element', 'value', 'position']",2010
3391160,['android'],"['way', 'desktop', 'clipboard', 'content', 'android', 'emulator', 'sake']","['text', 'android', 'emulator']",2010
3397585,"['javascript', 'jquery']","['bit', 'j', 'navigatorgeolocationgetcurrentposition', 'jammy', 'position', 'watermark', 'field', 'position', 'field', 'data', 'value', 'beginning', 'time', 'button', 'function', 'thing', 'time', 'problem']",['navigatorgeolocationgetcurrentposition'],2010
3378560,['c'],"['c', 'gcc', 'file', 'compiler', 'flag', 'line', 'pushpop', 'semantics', 'area', 'code', 'gcc']","['gcc', 'warning', 'line', 'code']",2010
36745734,['javascript'],"['element', 'attribute', 'eg', 'checkbox', 'version', 'functionality', 'attribute', 'way', 'functionality']",['attribute'],2016
3392493,"['javascript', 'html', 'css']","['code', 'way', 'html', 'javascript', 'php', 'cs', 'width', 'text', 'input', 'field', 'width', 'input', 'field', 'content', 'input', 'builtin', 'padding', 'problem', 'problem', 'input', 'width', 'program', 'width']","['width', 'input', 'field', 'input']",2010
3395286,['java'],"['collection', 'string', 'data', 'delimiter', 'delimiter', 'end', 'eg', 'character', 'stringbuilder', 'loop']","['character', 'stringbuilder']",2010
3403909,['java'],"['type', 'type']","['type', 'class', 'runtime']",2010
3362920,"['bash', 'shell']","['filename', 'extension', 'path', 'following', 'extension', 'path']","['filename', 'path', 'bash', 'script']",2010
3396300,"['c', '#']","['code', 'name', 'namespace', 'class', 'name', 'namespace', 'qualifier']","['type', 'name', 'namespace']",2010
3396754,['javascript'],"['difference', 'event', 'event', 'user', 'key', 'event', 'user', 'key', 'event', 'user', 'key', 'key', 'bit']",['onkeyup'],2010
3404301,['java'],"['wicket', 'page', 'class', 'page', 'title', 'result', 'method', 'netbeans', 'message', 'method', 'constructor', 'alternative', 'result', 'method', 'constructor', 'subclass', 'parameter']","['method', 'constructor']",2010
3404421,"['c', '#']","['code', 'way', 'backspace', 'functionality', 'password', 'suggestion']","['password', 'console', 'application']",2010
3358420,"['linux', 'shell']","['string', 'foobar', 'hash', 'command', 'line', 'shell', 'hash']","['hash', 'linux', 'command', 'line']",2010
3404936,['git'],"['trouble', 'tag', 'tag', 'tag', 'example']","['git', 'tag']",2010
3404975,"['c', '#']","['cSharp', 'object', 'clause', 'way', 'clause', 'problem', 'join', 'solution', 'join', 'solution', 'class']",['linq'],2010
19562903,"['css', 'html']","['problem', 'paddingmargin', 'right', 'colmd', 'bootstrap', 'html', 'code', 'output', 'code', 'paddingmargin', 'right', 'column', 'order', 'space', 'side', 'column']","['padding', 'column', 'bootstrap']",2013
3368590,['git'],"['git', 'ubuntu', 'lucid', 'lynx', 'commits', 'master', 'difference', 'commits', 'master', 'branch', 'example', 'difference', 'change']","['diff', 'commits']",2010
3376881,['php'],"['default', 'value', 'doctrine']","['default', 'value', 'doctrine']",2010
3382954,['java'],"['time', 'execution', 'method']","['measure', 'execution', 'time', 'method']",2010
3389574,"['python', 'arrays', 'string']","['string', 'array', 'string', 'code']","['string', 'string']",2010
3391076,"['string', 'python']","['way', 'string', 'length', 'eg', 'code', 'way', 'list', 'comprehension']","['repeat', 'string', 'length']",2010
3397113,['css'],"['border', 'outline', 'textinput', 'box', 'chrome', 'input', 'box', 'input', 'cs']","['border', 'outline', 'textinput', 'box', 'chrome']",2010
3402168,"['python', 'windows']","['directory', 'python', 'list', 'default', 'value', 'directory']",['directory'],2010
3411048,"['linux', 'bash', 'shell']","['code', 'terminal', 'mistake', 'bash', 'script', 'thanks']","['operator', 'shell', 'programming']",2010
3392354,['python'],"['set', 'value', 'set']","['value', 'set', 'python']",2010
3394835,['python'],"['difficulty', 'concept', 'list', 'argument', 'argument', 'key', 'keyword', 'argument', 'value', 'value', 'argument', 'programming', 'task', 'list', 'dictionary', 'argument', 'function', 'time', 'wildcard', 'argument', 'example', 'tutorial', 'name', 'placeholder', 'code']","['use', 'args', 'kwargs']",2010
3406171,"['php', 'arrays']","['difference', 'term', 'array', 'string']","['php', 'print_r']",2010
3406534,['android'],"['edittext', 'password', 'mode', 'hint', 'font', 'hint', 'font', 'edittext', 'password', 'mode', 'xml']","['password', 'hint', 'font', 'android']",2010
3406555,['java'],"['bean', 'object', 'constructor', 'bean', 'constructor']",['postconstruct'],2010
3411771,"['python', 'string']","['character', 'way', 'hint']","['way', 'character', 'string']",2010
3419820,['unix'],"['file', 'file', 'ctrlc', 'ctrld', 'terminal', 'pid', 'file', 'combination', 'key', 'idea']","['file', 'vi']",2010
3420004,['javascript'],"['page', 'page', 'iframe', 'iframe', 'page', 'url', 'page', 'iframe', 'page', 'domain', 'scripting', 'iframe', 'page', 'domain', 'parent', 'page', 'instance', 'combo', 'way', 'info', 'problem', 'iframe', 'domain', 'page', 'sub', 'domain', 'instance', 'wwwmysitecompageahtml', 'iframe', 'url', 'qawwwmysitecompagebhtml', 'url', 'iframe', 'page', 'access', 'error', 'subdomains', 'scripting']","['access', 'parent', 'url', 'iframe']",2010
3428536,"['python', 'list']","['python', 'list', 'way']","['python', 'list', 'subtraction', 'operation']",2010
3432656,['jquery'],"['page', 'link', 'bar', 'side', 'divs', 'page', 'website', 'menu', 'box', 'side', 'jquery', 'issue', 'contact', 'div', 'menu', 'edit', 'html']","['div', 'jquery']",2010
3420122,['python'],"['bunch', 'entry', 'way', 'one']","['filter', 'dict', 'key']",2010
3422673,"['java', 'string']","['routine', 'math', 'expression', 'value', 'lot', 'ifthenelse', 'statement']","['math', 'expression', 'string', 'form']",2010
3425906,['android'],"['way', 'file', 'android', 'documentation', 'file']","['file', 'android']",2010
3438276,['android'],"['name', 'application', 'custom', 'screen', 'app', 'example', 'home', 'screen', 'action', 'bar', 'activity', 'app', 'switch', 'screen', 'action', 'bar']","['text', 'action', 'bar']",2010
11121028,['android'],"['value', 'file', 'source', 'code', 'work', 'value', 'time', 'screen', 'density', 'factor', 'hdpi', 'xhdpi', 'principle', 'string', 'dip']","['load', 'dimension', 'value', 'resvaluesdimensionxml', 'source', 'code']",2012
3423754,['android'],"['way', 'api', 'version', 'phone']","['android', 'api', 'version']",2010
3434278,['javascript'],"['idea', 'htmlelement', 'wrapper', 'following', 'internet', 'explorer', 'htmlelement', 'dom', 'tree', 'div', 'name', 'div', 'internet', 'explorer', 'element', 'dom', 'tree', 'variable', 'namespace', 'replacement', 'method', 'browser']","['dom', 'tree', 'element', 'id', 'variable']",2010
3441396,['android'],"['attribute', 'documentation', 'information', 'attrs', 'code']","['custom', 'attrs']",2010
3443606,"['html', 'css']","['footer', 'div', 'line', 'text', 'bottom', 'screen', 'content', 'way', 'bottom', 'bottom', 'content', 'content', 'scroll', 'bar', 'content', 'scroll', 'bar', 'content', 'footer', 'spot', 'top', 'content', 'div', 'structure', 'cs']","['footer', 'stick', 'bottom', 'page']",2010
3413166,['c++'],"['scenario', 'process', 'sigabrt', 'c', 'signal', 'process', 'signal', 'process', 'way', 'process', 'signal']","['process', 'signal']",2010
3413448,['java'],"['point', 'variable', 'colleague']",[],2010
3413470,['c++'],['link'],[],2010
11124053,['git'],"['directory', 'git', 'conflict', 'repo', 'file', 'file', 'intellij', 'ide', 'remote', 'directory', 'file', 'effect', 'checkout', 'machine', 'error', 'message']","['idea', 'directory', 'file', 'git']",2012
3435581,['java'],"['line', 'code', 'intellij', 'idea']","['line', 'code', 'intellij', 'idea']",2010
3437404,['c'],"['c', 'way', 'type', 'compiler', 'extensionsbuiltins', 'mainstream', 'compiler']","['min', 'max', 'c']",2010
3437786,"['javascript', 'html', 'jquery']",['browser'],"['size', 'screen', 'web', 'page', 'window']",2010
3446170,"['javascript', 'regex']","['duplicate', 'regexpescape', 'function', 'javascript', 'regex', 'user', 'input', 'function', 'findstringinput', 'var', 'reg', 'regexp', 'input', 'snip', 'search', 'regex', 'user', 'input', 'regex', 'special', 'fact', 'user', 'string', 'regex', 'javascript', 'function', 'character', 'use', 'regex']","['string', 'use', 'regex']",2010
3390396,['javascript'],"['way', 'variable', 'javascript', 'way']",['javascript'],2010
3401579,['android'],"['returning', 'mediastore', 'image', 'selection', 'uri', 'image', 'following', 'string', 'path', 'way', 'path', 'image', 'bitmap', 'uri', 'resolver', 'phone', 'numbering', 'reboots']","['filename', 'path', 'uri', 'mediastore']",2010
3423262,['java'],"['purpose', 'usage', 'spring', 'mvc']","['spring', 'mvc']",2010
3427132,['javascript'],"['string', 'character', 'code']","['character', 'string']",2010
3431529,['java'],"['index', 'element', 'php']","['indexkey', 'loop']",2010
3431825,['python'],"['way', 'checksum', 'list', 'file', 'python', 'program', 'checksum', 'file']","['checksum', 'file']",2010
3443858,['java'],"['use', 'var', 'keyword', 'cSharp', 'type', 'declaration', 'syntax', 'var']","['equivalent', 'cSharp', 'var', 'keyword']",2010
3450860,['c++'],"['std', 'container', 'way', 'example', 'key', 'thanks']","['stdvector', 'object']",2010
3451111,['python'],"['documentation', 'file', 'file', 'content', 'zip', 'file', 'directory']","['file', 'python']",2010
3402735,['java'],"['text', 'file', 'string', 'course', 'way', 'input', 'stream', 'readline', 'content', 'string', 'hundred', 'time', 'past', 'line', 'code', 'library', 'apache', 'common', 'simplification', 'class', 'operation', 'function', 'method', 'file', 'string', 'default']","['way', 'file', 'string']",2010
3402787,['android'],"['imagebutton', 'button', 'surfaceview', 'eclipse', 'error', 'project', 'line', 'xml']","['imagebutton', 'android']",2010
11123621,"['java', 'android']","['android', 'service', 'thread', 'background', 'task', 'situation', 'thread', 'task', 'thread', 'message', 'queue', 'example', 'way', 'thread', 'post', 'thread']","['code', 'thread', 'thread']",2012
11124777,['html'],"['bootstrap', 'site', 'issue', 'top', 'navbar', 'top', 'content', 'site', 'shift', 'navbar', 'overlap', 'bootstrap', 'example', 'issue', 'top', 'wrong']","['twitter', 'bootstrap', 'site']",2012
3437897,['java'],"['generic', 'class', 'method', 'class', 'instance', 'type', 'way']","['class', 'instance', 'type']",2010
3453274,"['c', '#']","['collection', 'way', 'n', 'element', 'collection', 'method', 'framework', 'way', 'extension', 'method']","['linq', 'n', 'element', 'collection']",2010
3407256,['android'],"['height', 'status', 'bar', 'android', 'measurement', 'height', 'platform', 'fade', 'transition', 'activity', 'status', 'bar']","['height', 'status', 'bar', 'android']",2010
